amount,venue,address,city,state,zip,type
1558405.35,City of Bangor - SVOG,73 Harlow Street ,Bangor,ME,04401,Live venue operator or promoter
10000000.00,Husson University - SVOG,One College Circle ,Bangor,ME,04401,Live venue operator or promoter
69102.43,Launchpad - SVOG,189 Exchange ,Bangor,ME,04401,Live venue operator or promoter
117090.90,Maine Discovery Museum - SVOG,74 Main Street ,Bangor,ME,04401,Museum Operator
490647.40,Penobscot Theatre Company - SVOG,131 Main Street ,Bangor,ME,04401,Live performing arts organization operator
274845.63,"1932 Criterion Theatre, The - SVOG",35 Cottage Street ,Bar Harbor,ME,04609,Motion picture theater operator
64977.65,IMPROVACADIA LLC - SVOG,15 Cottage St 2nd floor,Bar Harbor,ME,04609,Live performing arts organization operator
77511.64,Chocolate Church Arts Center - SVOG,804 Washington St PO Box 252,Bath,ME,04530,Live performing arts organization operator
5310.00,Creative Learning & Performance Inc. - SVOG,49 High Street ,Belfast,ME,04915,Live performing arts organization operator
172832.00,VICTOR FLICK CORPORATION - SVOG,163 HIGH STREET ,Belfst,ME,04915,Motion picture theater operator
118811.34,The Gem LLC - SVOG,48 Cross Street ,Bethel,ME,04217,Motion picture theater operator
26707.05,New Surry Repertory Theatre and Acting School - SVOG,PO Box 1597 ,Blue Hill,ME,04614,Live performing arts organization operator
92680.73,The Opera House at Boothbay Harbor - SVOG,PO BOX 800 86 Townsend Ave,Boothbay Harbor,ME,04538,Live venue operator or promoter
223000.00,House LLC - SVOG,7 APPOMATTOX RD ,Brewer,ME,04412,Live venue operator or promoter
218584.00,"Down East, Inc. d/b/a Magic Lantern Movie Theater - SVOG",9 Depot Street PO Box 328,Bridgton,ME,04009,Motion picture theater operator
471231.01,Bowdoin International Music Festival - SVOG,6300 College Station ,Brunswick,ME,04011,Live performing arts organization operator
137426.93,Eveningstar Productions LLC - SVOG,11 Hawthorne St. ,Brunswick,ME,04011,Motion picture theater operator
934876.42,Frontier Group - SVOG,14 Maine Street Box 10 ,Brunswick,ME,04011,Motion picture theater operator
1720578.32,Maine State Music Theatre - SVOG,22 Elm St ,Brunswick,ME,04011,Live performing arts organization operator
100871.43,"Northeast Historic Film, Inc. - SVOG",PO Box 1060 85 Main Street,Bucksport,ME,04416,Motion picture theater operator
85854.06,Stephen Leackfeldt d/b/a State Cinemas - SVOG,239 Main Street,Calais,ME,04643,Motion picture theater operator
62509.00,Camden Opera House / Town of Camden - SVOG,29 Elm Street,Camden,ME,04843,Live venue operator or promoter
12034.35,Everyman Repertory Theatre - SVOG,34 Start Road ,Camden,ME,04843,Live performing arts organization operator
40895.75,Nicolaus Bloom DBA Bloom Arts & Events - SVOG,32 Warren Avenue ,Cape Elizabeth,ME,04107,Talent representative
83253.60,Lincoln County Community Theater & Orchestra - SVOG,2 Theater Street ,Damariscotta,ME,04543,Motion picture theater operator
77453.69,"Center Theatre, Inc. - SVOG",20 East Main St. ,Dover Foxcroft,ME,04426,Motion picture theater operator
105412.81,Hancock County Auditorium Associates - SVOG,165 Main Street ,Ellsworth,ME,04605,Live venue operator or promoter
486457.00,Maine State Ballet - SVOG,348 US Route 1 ,Falmouth,ME,04105,Live performing arts organization operator
542595.00,John W. Moore DBA Narrow Gauge Cinemas - SVOG,123 Narrow Gauge Sq ,Farmington,ME,04938,Motion picture theater operator
36817.26,Freeport Venue - SVOG,5 Depot Street Ste 5 ,Freeport,ME,04032,Live venue operator or promoter
28710.90,"Johnson Hall, INc. - SVOG",280 Water Street ,Gardiner,ME,04345,Live venue operator or promoter
35372.47,Deertrees Theatre Ltd - SVOG,156 Deertrees Road ,Harrison,ME,04040,Live venue operator or promoter
116781.04,North Atlantic Arts Alliance - SVOG,521 Durgintown Road ,Hiram,ME,04041,Live performing arts organization operator
127749.15,TEMPLE 4TA INC - SVOG,18 Market Square ,Houlton,ME,04730,Motion picture theater operator
66913.65,"Dance Hall, The - SVOG",7 Walker St PO Box 691,Kittery,ME,03904,Live performing arts organization operator
54166.17,Andrew Desjardins - SVOG,550 Lisbon St Suite 17,Lewiston,ME,04240,Live venue operator or promoter
104045.60,Franco American Heritage Center at St Mary's - SVOG,46 Cedar St ,Lewiston,ME,04240,Live venue operator or promoter
149219.54,"LA Public Theatre, Inc. - SVOG",31 Maple Street ,Lewiston,ME,04240,Live performing arts organization operator
14844.00,Gateway Milbridge - SVOG,PO Box 62 26 Main Street,Milbridge,ME,04658,Live venue operator or promoter
130105.95,The Theater At Monmouth - SVOG,796 Main Street P.O. Box 385,Monmouth,ME,04259,Live performing arts organization operator
43194.15,Acadia Repertory Theatre - SVOG,PO Box 103 ,Mount Desert,ME,04660,Theatrical producer
30662.10,Maine Blues Fest LLC - SVOG,21 Village Green Circle ,Naples,ME,04055,Live venue operator or promoter
3452690.45,Ogunquit Playhouse Foundation - SVOG,P.O. Box 915 10 Main Street,Ogunquit,ME,03907,Live venue operator or promoter
9764500.00,"Waterfront Concerts, LLC - SVOG",275 4th Street ,Old Town,ME,04468,Live venue operator or promoter
1955783.00,"CAMREP, Inc. - SVOG",6 Stillwater Avenue Suite 500,Orono,ME,04473,Motion picture theater operator
475885.22,University of Maine System acting through University of Maine - SVOG,2 Flagstaff Rd ,Orono,ME,04469,Live performing arts organization operator
267714.90,Exposure - SVOG,72 Hatfield Rd ,Orrington,ME,04474,Live venue operator or promoter
12604.46,"Eminence Arts, LLC - SVOG",273 Island Ave,Peaks Island,ME,04108,Talent representative
16361.80,Poland Spring Preservation Society - SVOG,PO Box 444 ,Poland Spring,ME,04274,Museum Operator
1018160.55,"Asylum, Inc - SVOG",121 CENTER STREET ,Portland,ME,04101,Live venue operator or promoter
64611.15,Children's Museum and Theatre of Maine - SVOG,142 Free Street ,Portland,ME,04101,Museum Operator
286330.76,City of Portland - SVOG,389 Congress St ,Portland,ME,04102,Live venue operator or promoter
4591331.61,CROBO LLC - SVOG,142 High Street Suite 200,Portland,ME,04101,Live venue operator or promoter
432302.40,"Forefront Partners I, LP - SVOG",501 Danforth St. ,Portland,ME,04102,Live venue operator or promoter
59821.56,"Friends of the Kotzschmar Organ, Inc - SVOG",22 Monument Square Suite 406,Portland,ME,04101,Live performing arts organization operator
90183.15,Friends of the St. Lawrence Church - SVOG,76 Congress St,Portland,ME,04101,Live performing arts organization operator
31113.45,Hanover Street Studios LLC - SVOG,107 Hanover St ,Portland,ME,04101,Live venue operator or promoter
9542.84,Mayo Street Arts - SVOG,10 Mayo Street ,Portland,ME,04101,Live performing arts organization operator
260082.00,One Longfellow Square Inc - SVOG,181 State Street Suite 201,Portland,ME,04101,Live venue operator or promoter
82964.02,Opera Maine - SVOG,"225 Commercial ST, Ste 505 P.O. Box 7733",Portland,ME,04112,Live performing arts organization operator
370769.04,Portland House of Music - SVOG,25 Temple Street ,Portland,ME,04101,Live venue operator or promoter
605454.70,Portland Maine Symphony Orchestra - SVOG,50 Monument Square 2nd Floor ,Portland,ME,04101,Live performing arts organization operator
606491.93,Portland Ovations - SVOG,"50 Monument Sq, 2nd Floor ",Portland,ME,04101,Live venue operator or promoter
461685.70,Portland Stage Company - SVOG,25A Forest Ave ,Portland,ME,04101,Live performing arts organization operator
49950.32,Portland Youth Theater - SVOG,202 Woodford St ,Portland,ME,04103,Theatrical producer
53588.25,"Sun Tiki Studios, LLC - SVOG",371 Forest Ave #4,Portland,ME,04101,Live venue operator or promoter
320427.43,THE MAINE NARROW GAUGE RAILROAD AND INDUSTRIAL HERITAGE TRUST - SVOG,413 PRESUMPSCOT STREET ,Portland,ME,04103,Museum Operator
349132.50,"Dow Theater Company, LLC - SVOG",PO Box 1031 ,Presque Isle,ME,04769,Motion picture theater operator
45533.95,"Rangeley Friends of the Performing Arts, Inc. - SVOG",2493 Main Street ,Rangeley,ME,04970,Live performing arts organization operator
193602.90,Friends of the Strand Theatre - SVOG,345 Maine Street ,Rockland,ME,04841,Motion picture theater operator
93259.35,"North Atlantic Blues, LLC - SVOG",70 Lake Ave ,Rockland,ME,04841,Live venue operator or promoter
31371.30,"Big Feat, Inc - SVOG",10 OLD NECK RD. ,Scarborough,ME,04074,Talent representative
629487.66,New England Music Camp Association - SVOG,8 Goldenrod Lane ,Sidney,ME,04330,Live performing arts organization operator
84457.80,The Portland Players - SVOG,420 Cottage Rd ,South Portland,ME,04106,Theatrical producer
122901.82,Nasson Center Redevelopment Inc - SVOG,457 Main Street ,Springvale,ME,04083,Live performing arts organization operator
201617.05,Opera House Arts - SVOG,1 School Street PO BOX 56,Stonington,ME,04681,Live performing arts organization operator
6196.17,Surry Arts and Events At The Barn - SVOG,8 Cross Rd ,Surry,ME,04684,Live venue operator or promoter
206987.45,"Savage Oakes Enterprises, Inc - SVOG",174 Barrett Hill Rd. ,Union,ME,04862,Live venue operator or promoter
6040.24,Vienna Union Hall Association - SVOG,77 Mountain Road ,Vienna,ME,04360,Live venue operator or promoter
14193.11,The ELM LLC - SVOG,21 College Ave ,Waterville,ME,04901,Live venue operator or promoter
356677.14,Waterville Creates! - SVOG,10 Water Street Suite 106,Waterville,ME,04901,Live venue operator or promoter
11308.95,Vivid Motion - SVOG,PO Box 1417,Westbrook,ME,04098,Live performing arts organization operator
485040.50,Erik's Church LLC - SVOG,824 Roosevelt Trail Unit 7,Windham,ME,04062,Live venue operator or promoter
63614.00,Community Productions LLC - SVOG,263 Main Street,Winthrop,ME,04364,Live venue operator or promoter
80669.54,West Michigan Youth Ballet Company - SVOG,6086 Fulton Fulton St E,Ada,MI,49301,Live performing arts organization operator
398021.60,Croswell Opera House & Fine Arts Association - SVOG,129 E Maumee St ,Adrian,MI,49221,Live performing arts organization operator
49173.76,Lenawee Symphony Orchestra Society - SVOG,110 South Madison St. ,Adrian,MI,49221,Live performing arts organization operator
62579.70,Friends of the Bohm Theatre - SVOG,201 S. Superior St. ,Albion,MI,49224,Live venue operator or promoter
891077.91,Allegan County Agricultural Society - SVOG,150 Allegan County Fair Drive ,Allegan,MI,49010,Live venue operator or promoter
145499.00,"Ann Arbor Summer Festival, Inc. - SVOG",210 Huronview Blvd. ,Ann Arbor,MI,48103,Live performing arts organization operator
171341.05,"Ann Arbor Symphony Orchestra, Inc. - SVOG",35 Research Dr Ste 100 ,Ann Arbor,MI,48103,Live performing arts organization operator
912549.00,"Ark, The - SVOG","117 N First St, Ste. 40 ",Ann Arbor,MI,48104,Live venue operator or promoter
513988.67,Blind Pig Entertainment LLC - SVOG,2350 S. Huron Parkway ,Ann Arbor,MI,48104,Live venue operator or promoter
93367.06,"Fleming & Associates, Inc - SVOG",3765 Bridle Pass Court ,Ann Arbor,MI,48108,Talent representative
250002.28,"Happy Ventures, Inc - SVOG","212 S Fourth Avenue, Suite A",Ann Arbor,MI,48104,Live venue operator or promoter
68096.21,Kerrytown Concert House Inc - SVOG,415 N. Fourth Ave. ,Ann Arbor,MI,48104,Live venue operator or promoter
1737531.68,Michigan Theater Foundation - SVOG,Michigan Theater 603 E. Liberty St.,Ann Arbor,MI,48104,Motion picture theater operator
50030.21,Mike Green & Associates Inc. - SVOG,1224 Saunders Crescent ,Ann Arbor,MI,48103,Talent representative
504096.09,Necto llc - SVOG,516 E Liberty ,Ann Arbor,MI,48104,Live venue operator or promoter
11681.42,Open floor LLC - SVOG,213 S State St Ste 2,Ann Arbor,MI,48104,Live performing arts organization operator
68356.89,"Tamulevich Artist Management, LTD - SVOG",408 Westwood Ave. ,Ann Arbor,MI,48103,Talent representative
129850.58,The Creature Conservancy - SVOG,4950 Ann Arbor Saline Rd ,Ann Arbor,MI,48103,Museum Operator
65938.95,Theatre Nova - SVOG,410 W Huron St ,Ann Arbor,MI,48103,Theatrical producer
1456563.95,University Musical Society - SVOG,881 NORTH UNIVERSITY AVENUE,Ann Arbor,MI,48109,Live performing arts organization operator
157415.80,Young People's Theater - SVOG,331 Metty Drive Suite #3,Ann Arbor,MI,48103,Live performing arts organization operator
469500.45,Barn Theatre School for Advanced Theatre Training - SVOG,13319 W M96 ,Augusta,MI,49012,Theatrical producer
122684.91,Bad Axe Theatre - SVOG,309 East Huron Ave ,Bad Axe,MI,48413,Motion picture theater operator
59244.14,Brass Band of Battle Creek - SVOG,34 W Jackson St Ste 4B,Battle Creek,MI,49017,Live performing arts organization operator
6281.30,Cereal City Development Corporation - SVOG,1 McCamly Square ,Battle Creek,MI,49017,Live venue operator or promoter
55046.96,Music Center of South Central MI - SVOG,450 North Ave ,Battle Creek,MI,49017,Live performing arts organization operator
206500.00,State Theatre of Bay City/Bay County - SVOG,913 Washington Ave ,Bay City,MI,48708,Live performing arts organization operator
274929.50,Great Lakes Center for the Arts - SVOG,800 Bay Harbor Drive ,Bay Harbor,MI,49770,Live performing arts organization operator
26805.32,Patrons of the Arts in Rural Communities - SVOG,28599 Hideaway Trl ,Beaver Island,MI,49782,Live venue operator or promoter
76678.65,Beaveton Gem Theatre LLC - SVOG,120 S Ross Street,Beaverton,MI,48612,Motion picture theater operator
1760052.85,"Bellaire Theatre, Inc. - SVOG",7389 S. M-88 Highway ,Bellaire,MI,49615,Motion picture theater operator
407677.75,"Blackbird Productions, Ltd - SVOG",1513 Buckingham ,Birmingham,MI,48009,Live venue operator or promoter
44438.85,Cabaret 313 - SVOG,250 E. Brown Street Suite 280,Birmingham,MI,48009,Live performing arts organization operator
894123.90,"Cloud Nine Theater Partners, LLC - SVOG",6632 Telegraph Road 193,Bloomfield Hills,MI,48301,Motion picture theater operator
2233264.18,"Encore Theater Partners, LLC - SVOG",6632 Telegraph Road #193 ,Bloomfield Hills,MI,48301,Motion picture theater operator
970771.50,"Meadville Cinema, LP - SVOG",6632 Telegraph Road 193,Bloomfield Hills,MI,48301,Motion picture theater operator
10000000.00,"Northwoods Entertainment, LLC - SVOG",6632 Telegraph Road #193,Bloomfield Hills,MI,48301,Motion picture theater operator
33047.30,"ASHLEY TALENT INTERNATIONAL, LLC - SVOG",13401 Person Highway ,Brooklyn,MI,49230,Talent representative
51246.74,THE CALUMET THEATRE COMPANY - SVOG,340 6th street ,Calumet,MI,49913,Live venue operator or promoter
45900.00,Arthur Cartwright Jr - SVOG,4066 Radcliff Drive ,Canton,MI,48188,Theatrical producer
187512.26,Charter Township of Canton - The Village Theater at Cherry Hill - SVOG,50400 Cherry Hill Road ,Canton,MI,48187,Live performing arts organization operator
928525.05,MICHIGAN FALUN DAFA - SVOG,8140 N POINTE ,Canton,MI,48167,Live venue operator or promoter
139368.15,Owen-Conley Entertainment LLC - SVOG,522 Pleasant St. ,Charlotte,MI,48813,Motion picture theater operator
52107.96,"Cheboygan Area Arts Council, Inc. DBA Cheboygan Opera House - SVOG",403 N. HURON ST. ,Cheboygan,MI,49721,Live performing arts organization operator
648215.02,The Purple Rose Theatre Company - SVOG,137 Park Street ,Chelsea,MI,48118,Live performing arts organization operator
196503.75,Tangerine moon productions LLC - SVOG,240 N Rochester Rd ,Clawson,MI,40817,Talent representative
42796.80,"Clinton Theatre, L.L.C. - SVOG",132 W. Michigan Ave. ,Clinton,MI,48158,Motion picture theater operator
15549.30,Southern Michigan Railroad Society Inc. - SVOG,320 Division St ,Clinton,MI,49236,Museum Operator
17679.00,Crystal Box Office Theatres - SVOG,114 S Main St. ,Crystal,MI,48818,Motion picture theater operator
272166.75,City of Dearborn - SVOG,15801 Michigan Ave. ,Dearborn,MI,48126,Live venue operator or promoter
10000000.00,The Edison Institute - SVOG,20900 Oakwood Boulevard ,Dearborn,MI,48124,Museum Operator
274521.15,1265 Studios LLC - SVOG,1265 Griswold Street ,Detroit,MI,48226,Live venue operator or promoter
10000000.00,"313 Presents, LLC - SVOG",2211 Woodward Avenue ,Detroit,MI,48201,Live venue operator or promoter
2105148.90,450 Temple Inc - SVOG,500 Temple Avenue ,Detroit,MI,48201,Live venue operator or promoter
72345.70,Carrie Morris Arts Production - SVOG,16511 Roselawn ,Detroit,MI,48221,Live performing arts organization operator
97761.06,"CGS Entertainment, Inc. - SVOG",20111 Shrewsbury Rd. ,Detroit,MI,48221,Talent representative
23203.30,Chamber Music Society of Detroit - SVOG,5470 Chene St. Suite 205,Detroit,MI,48211,Live performing arts organization operator
923655.85,"Cliff Bells, LLC - SVOG",2030 Park Avenue ,Detroit,MI,48226,Live venue operator or promoter
267159.05,"Detroit Prestige Holdings, LLC dba Willis Show Bar - SVOG",4156 3rd Ave ,Detroit,MI,48201,Live venue operator or promoter
3071396.50,Detroit Symphony Orchestra - SVOG,3711 Woodward Avenue ,Detroit,MI,48201,Live performing arts organization operator
746264.90,EFG Group LLC - SVOG,4114 W Vernor HWY ,Detroit,MI,48209,Live venue operator or promoter
69007.95,"Hastings Street Ballroom, Inc. - SVOG",715 East Milwaukee St ,Detroit,MI,48202,Live venue operator or promoter
3511.80,Hellenic Museum of Michigan - SVOG,67 E Kirby St ,Detroit,MI,48202,Museum Operator
368527.42,Holden Trumbull Ventures - SVOG,1501 Holden ,Detroit,MI,48221,Live venue operator or promoter
92569.44,"Interdimensional Transmissions, Inc - SVOG",1403 Longfellow St ,Detroit,MI,48206,Live venue operator or promoter
2161365.66,Majestic Theatre Center Inc - SVOG,4140 Woodward Ave ,Detroit,MI,48201,Live venue operator or promoter
48876.76,Marcellus Hunter - SVOG,15292 Rossini Drive,Detroit,MI,48205,Theatrical producer
532599.00,MeanRed Productions LLC - SVOG,249 Smith St #184,Detroit,MI,48207,Live venue operator or promoter
2630526.85,Michigan Opera Theatre - SVOG,1526 Broadway ,Detroit,MI,48226,Live performing arts organization operator
315940.04,Michigan Science Center - SVOG,5020 John R ,Detroit,MI,48202,Museum Operator
111205.34,Millan Theatre Company dba Detroit Repertory Theatre - SVOG,13103 Woodrow Wilson ,Detroit,MI,48238,Theatrical producer
201390.00,Motor City Theatre Organ Society - SVOG,17360 Lasher Rd. ,Detroit,MI,48219,Motion picture theater operator
1662977.10,"Music Hall Center for the Performing Arts, Inc. - SVOG",350 Madison Ave ,Detroit,MI,48226,Live venue operator or promoter
11224.65,Our Party Could Be Your Life - SVOG,1544 Leverette St. ,Detroit,MI,48216,Live performing arts organization operator
2433893.61,"Paxahau, Inc. - SVOG",1551 Rosa Parks Blvd Suite A,Detroit,MI,48216,Live venue operator or promoter
2521105.20,"The Right Productions, Inc. - SVOG",2600 Atwater,Detroit,MI,48207,Live venue operator or promoter
905131.35,"The Theater Group II, Inc. - SVOG",10100 E 8 Mile Rd ,Detroit,MI,48234,Motion picture theater operator
12845.80,"Trinosophes, LLC - SVOG",1557 Leverette St #2,Detroit,MI,48216,Live venue operator or promoter
135156.60,USA CONCERTS INC - SVOG,14238 Harper Avenue,Detroit,MI,48236,Live venue operator or promoter
185599.41,The Encore Musical Theatre Company - SVOG,7714 ANN ARBOR STREET,Dexter,MI,48130,Live performing arts organization operator
51017.22,MACS PRESENTS LLC - SVOG,500 West Lake Lansing Road Apartment C23 ,East Lansing,MI,48823,Live venue operator or promoter
57472.70,Michigan State University (Abrams Planetarium) - SVOG,Michigan State University Hannah Administration Building 426 Auditorium Rd Room 2,East Lansing,MI,48824,Museum Operator
7323547.05,"Michigan State University, Wharton Center for Performing Arts - SVOG","Hannah Administration Building 426 Auditorium Road, Room 2",East Lansing,MI,48824,Live performing arts organization operator
517785.70,MiEntertainment Group Inc - SVOG,6231 Bridgewater Circle ,East Lansing,MI,48823,Live venue operator or promoter
212981.40,Farmington Civic Theater - SVOG,33332 Grand River Avenue ,Farmington,MI,48336,Motion picture theater operator
13217.21,Forever Curious Children's Museum - SVOG,202 East Main Street ,Fennville,MI,49408,Museum Operator
506895.22,Bad Kitty LLC - SVOG,22920 WOODWARD AVE ,Ferndale,MI,48220,Live venue operator or promoter
272858.48,Go Comedy! Improv Theater - SVOG,261 E. Nine Mile ,Ferndale,MI,48220,Live venue operator or promoter
8189.08,M and M Events - SVOG,1251 Pearson ,Ferndale,MI,40220,Live venue operator or promoter
71026.07,Michigan Actors Studio - SVOG,1100 Woodward Heights ,Ferndale,MI,48220,Live venue operator or promoter
795968.04,"Table for Eight Detroit, LLC dba Social Connection Events & Productions - SVOG",23315 Woodward Ave ,Ferndale,MI,48220,Live venue operator or promoter
599065.20,Flint Institute of Music - SVOG,1025 E KEARSLEY ST ,Flint,MI,48503,Theatrical producer
16909.71,The Goblin King Players - SVOG,1419 Mulberry Lane ,Flint,MI,48507,Live performing arts organization operator
266881.45,White Stone Project Inc - SVOG,145 W Main st suite 202,Gaylord,MI,49735,Live performing arts organization operator
64091.00,Sun Theatre LLC - SVOG,316 S. Bridge Street ,Grand Ledge,MI,48837,Motion picture theater operator
33392.70,"At Home Artist Management, Inc. - SVOG","625 Kenmoor, Suite 301 PMB 94609",Grand Rapids,MI,49546,Talent representative
5197247.56,Celebration Banquets LLC - SVOG,2121 Celebration Drive NE ,Grand Rapids,MI,49525,Motion picture theater operator
228916.75,Community Circle Theatre - SVOG,1700 Fulton Street E,Grand Rapids,MI,49506,Live performing arts organization operator
470199.62,Grand Rapids Ballet Company - SVOG,341 Ellsworth Avenue Southwest ,Grand Rapids,MI,49503,Live performing arts organization operator
72129.92,Grand Rapids Cable Access Center - SVOG,711 Bridge St NW ,Grand Rapids,MI,49504,Live venue operator or promoter
197771.29,Grand Rapids Children's Museum - SVOG,11 Sheldon Ave NE ,Grand Rapids,MI,49503,Museum Operator
586479.56,Grand Rapids Civic Theatre - SVOG,30 Division Avenue North GRCT,Grand Rapids,MI,49503,Live performing arts organization operator
149640.15,Grand Rapids Symphony Society - SVOG,300 Ottawa Ave NW Ste 100 Ste 100,Grand Rapids,MI,49503,Live performing arts organization operator
8202264.75,Grand Rapids-Kent County Convention/Arena Authority - SVOG,"303 Monroe Avenue, NW ",Grand Rapids,MI,49503,Live venue operator or promoter
5599335.15,"Jackson Entertainment, LLC - SVOG",2121 Celebration Dr ,Grand Rapids,MI,49525,Motion picture theater operator
2188598.88,John Ball Zoo - SVOG,1300 Fulton St. W ,Grand Rapids,MI,49504,Museum Operator
591395.20,"JTM Partners, LLC - SVOG",68 Commerce SW ,Grand Rapids,MI,49503,Live venue operator or promoter
2178904.40,"LLSH, LLC - SVOG",133 Grandville Ave SW ,Grand Rapids,MI,49503,Live venue operator or promoter
8484513.75,Loeks Theatres Inc - SVOG,2121 Celebraton Dr NE ,Grand Rapids,MI,49525,Motion picture theater operator
7424550.90,Loeks Woodland Properties LLC - SVOG,2121 Celebration Drive NE,Grand Rapids,MI,49525,Motion picture theater operator
88834.00,Opera Grand Rapids - SVOG,1320 Fulton St. E. ,Grand Rapids,MI,49503,Live performing arts organization operator
174067.80,ST CECILIA MUSIC SOCIETY - SVOG,24 RANSOM AVE NE ,Grand Rapids,MI,49503,Live venue operator or promoter
123731.55,"T & F Adventures, Inc. - SVOG",633 Ottawa Ave NW,Grand Rapids,MI,49503,Live venue operator or promoter
54057.34,"The Comedy Project, LLC - SVOG",540 Leonard St NW Ste B ,Grand Rapids,MI,49504,Live venue operator or promoter
45885.15,Peter D Harper DBA Harper Management - SVOG,3436 Betrasha Lane ,Grass Lake,MI,49240,Talent representative
89431.98,"J.P. Stancil, Inc. - SVOG",302 E Michigan Avenue ,Grayling,MI,49738,Motion picture theater operator
170106.00,Grosse Pointe Theatre Inc. - SVOG,315 Fisher Rd.,Grosse Pointe,MI,48230,Live performing arts organization operator
731953.32,"Detroit Premiere Artists, Inc. - SVOG",1007 Berkshire Rd ,Grosse Pointe Park,MI,48230,Talent representative
97536.15,Ant Brothers LLC - SVOG,2314 Caniff St ,Hamtramck,MI,48212,Live venue operator or promoter
66014.00,Barter LLC - SVOG,11601 Joseph Campau Ave ,Hamtramck,MI,48212,Live venue operator or promoter
164079.11,"KBS Holdings, LLC - SVOG",2932 caniff st ,Hamtramck,MI,48212,Live venue operator or promoter
118356.30,"Planet Ant Theatre, Inc. - SVOG",2320 Caniff St ,Hamtramck,MI,48212,Live performing arts organization operator
52340.00,Michael J Shupe - SVOG,426 Quincy St ,Hancock,MI,49930,Live venue operator or promoter
308603.85,Harbor Springs Lyric Theatre - SVOG,275 East Main Street ,Harbor Springs,MI,49740,Motion picture theater operator
78672.15,Cinema Detroit - SVOG,20615 Country Club Drive ,Harper Woods,MI,48225,Motion picture theater operator
28473.72,"Woodtick, Inc. - SVOG",W5631 W 3rd St. ,Hermansville,MI,49847,Live venue operator or promoter
139832.14,Park Theatre Foundation - SVOG,PO Box 1933,Holland,MI,49422,Live venue operator or promoter
1122841.17,"Sperry's Moviehouse Holland, LLC - SVOG",84 W 8th St ,Holland,MI,49423,Motion picture theater operator
103947.30,Pines Gallery Inc - SVOG,P O BOX 786 4673 W. HOUGHTON LAKE DR,Houghton Lake,MI,48629,Motion picture theater operator
88292.00,"FILMTELL, LLC DBA HISTORIC HOWELL THEATER - SVOG",315 EAST GRAND RIVER AVE ,Howell,MI,48843,Motion picture theater operator
24462.90,Hudson Cinema - SVOG,116 West Main Street,Hudson,MI,49247,Motion picture theater operator
10000000.00,Interlochen Center for the Arts - SVOG,PO Box 199 ,Interlochen,MI,49643,Live venue operator or promoter
134619.71,Ionia Theatre - SVOG,205 West Main Street ,Ionia,MI,48846,Motion picture theater operator
41093.15,"Ironwood Theatre, Inc. - SVOG",109 E Aurora St Box 187,Ironwood,MI,49938,Live performing arts organization operator
18895.00,"U S NATIONAL SKI HALL OF FAME AND MUSEUM, INC. - SVOG",610 Palms Ave PO Box 191,Ishpeming,MI,49849,Museum Operator
134570.89,Jackson County - SVOG,120 W. Michigan Ave ,Jackson,MI,49201,Live venue operator or promoter
121838.59,"Jackson Symphony Orchestra Association, Inc. - SVOG",215 W. Michigan Ave. ,Jackson,MI,49201,Live performing arts organization operator
231573.23,"Michigan Theatre of Jackson, Inc - SVOG",124 N. Mechanic Street ,Jackson,MI,49201,Live venue operator or promoter
593874.04,Pop 616 Entertainment LLC - SVOG,2419 Rosewood Street ,Jenison,MI,49428,Live performing arts organization operator
217403.81,"Audiotree Presents, LLC - SVOG",211 S Rose Street ,Kalamazoo,MI,49007,Live venue operator or promoter
32598.80,Crawlspace Theatre Productions - SVOG,1209 Miles Ave ,Kalamazoo,MI,49001,Theatrical producer
123874.83,"Farmers Alley Theatre, Inc. - SVOG",221 Farmers Alley ,Kalamazoo,MI,49007,Theatrical producer
375095.70,Metro Managers LLC - SVOG,310 E MICHIGAN AVE Ste 504,Kalamazoo,MI,49007,Live venue operator or promoter
32612.48,"New Vic Theatricals, Inc. - SVOG",134 East Vine ,Kalamazoo,MI,49001,Live performing arts organization operator
2590714.96,Ready Network Srvs - SVOG,P.O. Box 19520,Kalamazoo,MI,49019,Motion picture theater operator
214339.40,Reedy Group inc - SVOG,310 E Michigan Ave Suite 504,Kalamazoo,MI,49007,Live venue operator or promoter
1844577.16,Western Michigan University - SVOG,1903 W Michigan Ave. ,Kalamazoo,MI,49008,Live venue operator or promoter
727681.00,"Elektricity Events, LLC - SVOG",2132 Park Circle,Keego Harbor,MI,48320,Live venue operator or promoter
10000000.00,Emagine Holdings LLC - SVOG,303 Gray Woods Ln ,Lake Angelus,MI,48326,Motion picture theater operator
9660001.50,Nofrank Holdings LLC - SVOG,303 Gray Woods Ln ,Lake Angelus,MI,48326,Motion picture theater operator
4010314.05,Northstar Theater Partners LLC - SVOG,303 Gray Woods Ln ,Lake Angelus,MI,48326,Motion picture theater operator
77079.60,"Earthwork Harvest Gathering, LLC - SVOG",4399 N 7 Mile Rd ,Lake City,MI,49651,Live venue operator or promoter
163123.65,"20 Front Street Concepts, LLC - SVOG",20 E Front Street ,Lake Orion,MI,48362,Live venue operator or promoter
124300.56,Lansing Symphony Association Inc. - SVOG,104 S. Washington Sq. Suite 300,Lansing,MI,48933,Live performing arts organization operator
22417.92,Robin Theatre - SVOG,1105 S Washington Avenue ,Lansing,MI,48910,Live venue operator or promoter
