amount,venue,address,city,state,zip,type
246585.60,The Green Door Blues Bar and Grill LLC - SVOG,2005 E Michigan Ave ,Lansing,MI,48912,Live venue operator or promoter
105052.03,"Center for the Arts of Greater Lapeer, Inc. - SVOG",194 W Nepessing Street 172 W Nepessing St.,Lapeer,MI,48446,Live performing arts organization operator
2332517.26,"Phoenix Theatres Laurel Park, LLC - SVOG",17310 N LAUREL PARK DR ,Livonia,MI,48152,Motion picture theater operator
76140.54,Ramsdell Regional Center for the Arts - SVOG,101 Maple St ,Manistee,MI,49660,Live venue operator or promoter
244759.50,The Historic Vogue Theatre of Manistee - SVOG,383 River Street P. O. Box 291,Manistee,MI,49660,Motion picture theater operator
76523.18,"Cedar Street Cinemas, LLC - SVOG",114 South Cedar Street ,Manistique,MI,49854,Motion picture theater operator
7554.29,Lively Productions LLC - SVOG,9990 S Bow Rd ,Maple City,MI,49664,Live performing arts organization operator
98039.00,Biethshow LLC - SVOG,1219 West Blvd ,Marine City,MI,48039,Motion picture theater operator
102941.00,Hiawatha Music Non-Profit Corporation - SVOG,129 W Baraga Ave RM/STE C,Marquette,MI,49855,Live performing arts organization operator
23544.00,"Lake Superior Theatre, Inc. - SVOG",460 E Ridge st ,Marquette,MI,49585,Theatrical producer
42100.00,Marquette Symphony Orchestra - SVOG,PO Box 253 ,Marquette,MI,49855,Live performing arts organization operator
70502.60,MCCT Inc. - SVOG,214 East Mansion Street ,Marshall,MI,49068,Live venue operator or promoter
25356.55,"Enter Stage Right, Inc. - SVOG",647 NEW HAMPSHIRE AVE ,Marysville,MI,48040,Live venue operator or promoter
1316933.60,Midland Center for the Arts - SVOG,1801 W. St. Andrews St. ,Midland,MI,48640,Live performing arts organization operator
484148.25,Hickory Ridge Cinemas LLC. - SVOG,630 N Roessler ,Monroe,MI,48162,Motion picture theater operator
2088648.00,"Phoenix Theatres-Monroe, LLC - SVOG",2121 N MONROE ST UNIT 700 ,Monroe,MI,48162,Motion picture theater operator
187734.80,"RIVER RAISIN CENTRE FOR THE ARTS, INC. - SVOG",114 S. MONROE STREET ,Monroe,MI,48161,Live performing arts organization operator
16604.52,"Michigan Transit Museum, Inc. - SVOG",200 Grand Ave ,Mount Clemens,MI,48043,Museum Operator
550523.45,Alive on the Lakeshore - SVOG,2735 E. Apple Avenue,Muskegon,MI,49442,Live venue operator or promoter
233770.05,Frauenthal Center - SVOG,"425 W. Western Ave., Ste 200 ",Muskegon,MI,49440,Live venue operator or promoter
1299138.75,"Indigo Road Entertainment, LLC - SVOG",753 Bridgeview Bay Lan ,Muskegon,MI,49441,Live venue operator or promoter
625497.92,Mercy Health Arena - SVOG,470 W Western ,Muskegon,MI,49440,Live venue operator or promoter
94292.65,Muskegon Civic Theatre - SVOG,425 W WESTERN AVE STE 401 Suite 401,Muskegon,MI,49440,Live performing arts organization operator
105782.20,West Michigan Symphony - SVOG,360 W Western Ave Suite 200,Muskegon,MI,49440,Live venue operator or promoter
241127.67,Tipping Point Theatre - SVOG,361 E. Cady St ,Northville,MI,48167,Live performing arts organization operator
954459.54,"FINAO, LLC - SVOG",905 Forest Park Road ,Norton Shores,MI,49441,Motion picture theater operator
41336.75,Brandy Linn (DBA: Midwest School Shows) - SVOG,927 McIntosh Court ,Oakland,MI,48363,Talent representative
46383.32,"Lake Theatre, LLC - SVOG",117 E Dwight St ,Oscoda,MI,48750,Motion picture theater operator
23248.74,"Fortitude Farms And Events, INC - SVOG",4377 S M52,Owosso,MI,48867,Live venue operator or promoter
854893.02,Michigan State Trust for Railway Preservation - SVOG,405 S Washington Street ,Owosso,MI,48867,Museum Operator
4473971.55,"NCG - Lansing, Inc. - SVOG",314 E Comstock St ,Owosso,MI,48867,Motion picture theater operator
3287540.25,"NCG Acworth, Inc. - SVOG",314 E Comstock St ,Owosso,MI,48867,Motion picture theater operator
2153591.10,"NCG Peachtree City, Inc. - SVOG",314 E. Comstock St. ,Owosso,MI,48867,Motion picture theater operator
1709314.65,"NCG Spartanburg, Inc. - SVOG",314 E. Comstock St. ,Owosso,MI,48867,Motion picture theater operator
3208997.25,"NCG, Inc. DBA Trillium NCG Cinemas - SVOG",314 E. Comstock St. ,Owosso,MI,48867,Motion picture theater operator
25660.00,Brownwood Holdings LLC - SVOG,34018 Frederick St. ,Paw Paw,MI,49079,Motion picture theater operator
351688.23,Blissfest Music Organization - SVOG,P.O. Box 546 ,Petoskey,MI,49770,Live venue operator or promoter
176044.10,"Crooked Tree Arts Council, Inc. - SVOG",461 East Mitchell Street ,Petoskey,MI,49770,Museum Operator
12839.40,"Postseason Productions, LLC - SVOG",702 EAST MITCHELL ST ,Petoskey,MI,49770,Theatrical producer
129919.95,DIONYSUS THEATRE AND PERFORMING ARTS ACADEMY LLC - SVOG,177 E Main St ,Pinckney,MI,48169,Live performing arts organization operator
130574.70,"Friends of the Penn, Inc - SVOG",760 Penniman Avenue ,Plymouth,MI,48170,Motion picture theater operator
29902.50,Encore Performing Arts Center - SVOG,79 Oakland Ave ,Pontiac,MI,48342,Live performing arts organization operator
74600.00,"OAKLAND THEATRE ARTS GUILD, INC. - SVOG",70 S GENESEE AVE ,Pontiac,MI,48341,Live venue operator or promoter
1956485.38,pike street pool llc - SVOG,1 south saginaw ,Pontiac,MI,48342,Live venue operator or promoter
164431.80,"Strand Events, LLC - SVOG",79 Oakland Avenue ,Pontiac,MI,48342,Live venue operator or promoter
576973.73,City of Port Huron McMorran Place Entertainment Center - SVOG,100 McMorran Boulevard ,Port Huron,MI,48060,Live venue operator or promoter
62794.53,ENCHANTED PRODUCTIONS LLC - SVOG,2557 MILITARY ST ,Port Huron,MI,48060,Live performing arts organization operator
6687.90,Orange Scout LLC - SVOG,519 North Lakeshore ,Port Sanilac,MI,48469,Live venue operator or promoter
992721.34,"Mardi Gras Enterprises, Inc - SVOG","750 Trade Centre Way, Ste 100 ",Portage,MI,49002,Live venue operator or promoter
2300157.73,"Thomas Theatre Group, Inc - SVOG",PO Box 109,Quinnesec,MI,49876,Motion picture theater operator
392502.25,"Wheatland Music Organization, Inc. - SVOG",7251 50th Avenue PO Box 22,Remus,MI,49340,Live venue operator or promoter
976369.86,The Theatre Ensemble dba Meadow Brook Theatre - SVOG,378 Meadow Brook Road Wilson Hall - Room 207,Rochester,MI,48309,Live performing arts organization operator
64152.90,Bacchanal Promotions LLC - SVOG,314 Old Perch Rd ,Rochester Hills,MI,48309,Talent representative
596136.60,Romeo Restaurant Group LLC - SVOG,120 S Main ,Romeo,MI,48065,Live venue operator or promoter
1511659.50,"Atkins Events Productions, Inc. - SVOG",15238 Common Road ,Roseville,MI,48066,Live venue operator or promoter
1692066.24,"ARTS, BEATS AND EATS, INC - SVOG",301 W 4th St LOWR LL 150 ,Royal Oak,MI,48067,Live venue operator or promoter
144764.00,"BG Media, Inc. - SVOG",600 S. Washington Ave ,Royal Oak,MI,48067,Live venue operator or promoter
1505600.87,"Big Time Operator, LLC - SVOG",101 Curry Ave Unit 308,Royal Oak,MI,48067,Live venue operator or promoter
12147.00,Blank Code LLC - SVOG,3208 Ferncliff Ave ,Royal Oak,MI,48073,Live venue operator or promoter
959538.73,"Comedy Castle, Inc - SVOG",310 S. Troy St ,Royal Oak,MI,48067,Live venue operator or promoter
192893.43,"Dark Horse Productions, LLC - SVOG",306 S. Washington Ave. Suite 212,Royal Oak,MI,48067,Live venue operator or promoter
7715637.68,Detroit Zoological Society - SVOG,8450 W. 10 Mile Road ,Royal Oak,MI,48067,Museum Operator
200514.29,Stagecrafters - SVOG,415 S Lafayette ,Royal Oak,MI,48067,Live venue operator or promoter
22642.88,"Jacob K Parker, LLC - SVOG",1631 Brockway St,Saginaw,MI,48602,Motion picture theater operator
96668.35,Mid-Michigan Children's Museum - SVOG,315 W Genesee Ave ,Saginaw,MI,48602,Museum Operator
1059235.65,Saginaw County Building Authority/Saginaw County Event Center - SVOG,303 Johnson St. ,Saginaw,MI,48607,Live venue operator or promoter
44730.20,SAGINAW SYMPHONY ASSOCIATION - SVOG,201 N WASHINGTON AVE ,Saginaw,MI,48607,Live performing arts organization operator
155294.30,Saginaw Valley Zoological Society - SVOG,1730 S Washington Avenue ,Saginaw,MI,48601,Museum Operator
279843.10,TempleArts - SVOG,1126 N. Michigan Ave. ,Saginaw,MI,48602,Live performing arts organization operator
260599.78,Firebird Theaters Inc - SVOG,280 E Sanilac Rd ,Sandusky,MI,48471,Motion picture theater operator
345260.45,Saugatuck Center for the Arts LLC - SVOG,400 Culver Street P.O. Box 940,Saugatuck,MI,49453,Live performing arts organization operator
21188.25,Lake Superior State University - SVOG,650 West Easterday Avenue ,Sault Sainte Marie,MI,49783,Live venue operator or promoter
90494.00,LV ENT CORPORATION - SVOG,55103 TIMBERS EDGE DRIVE ,Shelby Twp,MI,48316,Live venue operator or promoter
59980.50,Lyon Theater LLC - SVOG,126 E Lake St ,South Lyon,MI,48178,Motion picture theater operator
386801.47,Eisenhower Dance Ensemble - SVOG,"24901 Northwestern Hwy, Suite 312",Southfield,MI,48075,Live performing arts organization operator
77684.40,Great Lakes Chamber Music Festival Operating Corporation - SVOG,24901 Northwestern Highway Suite 312,Southfield,MI,48075,Live performing arts organization operator
7487.55,PuppetART Detroit Puppet Theater - SVOG,24293 Telegraph Rd Suite 150,Southfield,MI,48033,Live performing arts organization operator
59883.82,Ultimate Entertainment Group Corp - SVOG,20000 W 10 Mile Rd,Southfield,MI,48075,Live venue operator or promoter
172653.40,Seven Steps Up LLC - SVOG,116 S Jackson Street ,Spring Lake,MI,49456,Live venue operator or promoter
4191.49,IQhub - SVOG,3055 W. M-21 ,St Johns,MI,48879,Museum Operator
54597.38,"Twin City Players, Inc. - SVOG","600 West Glenlord Road, PO Box ",St. Joseph,MI,49085,Live performing arts organization operator
98042.00,City of Sturgis - SVOG,130 N. Nottawa ,Sturgis,MI,49091,Live performing arts organization operator
175713.31,Strand Theater LLC - SVOG,217 W Chicago Street ,Sturgis,MI,49091,Motion picture theater operator
79679.80,Bay Community Theatre Organization - SVOG,214 N Saint Joseph St ,Suttons Bay,MI,49682,Motion picture theater operator
7895187.90,"Zamora Entertainmnet, Inc - SVOG",23300 Goddard Rd ,Taylor,MI,48180,Live venue operator or promoter
36289.50,"ZV Management, Inc. - SVOG",24500 GODDARD RD ,Taylor,MI,48180,Talent representative
156532.19,"Scully Vickers, LLC - SVOG",6 N. Elm St. 15202 LAKE SHORE ROAD,Three Oaks,MI,49128,Motion picture theater operator
341095.50,The Acorn Center for the Performing Arts - SVOG,107 Generations Drive ,Three Oaks,MI,49128,Live venue operator or promoter
26304.75,"BMCG, LLC - SVOG",50 N MAIN ST,Three Rivers,MI,49093,Motion picture theater operator
132823.21,"City Opera House Heritage Association, Inc. - SVOG",106 E. Front Street ,Traverse City,MI,49684,Live venue operator or promoter
1298000.00,Meridian Entertainment Inc. - SVOG,608 S Union Street ,Traverse City,MI,49684,Live venue operator or promoter
57138.00,Northwestern Michigan College - SVOG,1701 E Front ,Traverse City,MI,49686,Museum Operator
172329.45,Old Town Playhouse Inc - SVOG,148 E Eighth St ,Traverse City,MI,49684,Live performing arts organization operator
933959.31,Traverse City Film Festival - SVOG,PO Box 4064 ,Traverse City,MI,49685,Motion picture theater operator
81716.99,Downriver Youth Performing Arts Center - SVOG,2421 Edgemont ST(mailing) 2447 West Jefferson ( physical),Trenton,MI,48183,Live performing arts organization operator
39182.36,Open Book Theatre Company - SVOG,1621 West Rd ,Trenton,MI,48183,Theatrical producer
355646.32,Tyler Joseph Trierweiler - SVOG,10834 W Willard Rd ,Trufant,MI,49347,Live venue operator or promoter
1178155.04,"DELTA-TURNER, LTD. - SVOG",2500 Turner Ave NW,Walker,MI,49544,Live venue operator or promoter
76549.95,The Jewish Ensemble Theatre - SVOG,1124 East West Maple Road ,Walled Lake,MI,48390,Live performing arts organization operator
176355.00,First Class Cinema Inc - SVOG,64447 Tipperary Dr.,Washington,MI,48095,Motion picture theater operator
431793.58,"PHOENIX STATE WAYNE, LLC - SVOG",35310 MICHIGAN AVENUE ,Wayne,MI,48184,Motion picture theater operator
97752.00,Chaldean Community Cultural Center - SVOG,5600 Walnut Lake Rd ,West Bloomfield,MI,48323,Museum Operator
17014.95,Inspire Theatre - SVOG,33455 Warren Rd,Westland,MI,48185,Live performing arts organization operator
270336.60,Token Entertainment Inc - SVOG,28949 Joy Road ,Westland,MI,48185,Live venue operator or promoter
49418.43,The Playhouse at White Lake - SVOG,304 S Mears,Whitehall,MI,49461,Live performing arts organization operator
126731.40,Music House Museum Corp - SVOG,7377 US 31 North ,Williamsburg,MI,49690,Live performing arts organization operator
79587.90,Sun Theatre Williamston Corp - SVOG,150 W. Grand River ,Williamston,MI,48895,Motion picture theater operator
80937.05,Williamston Theatre - SVOG,122 S Putnam St ,Williamston,MI,48895,Theatrical producer
229186.83,360 Event Productions LLC - SVOG,1040 E Silverbell Road ,Wyandotte,MI,48360,Live venue operator or promoter
128860.65,"Madhouse Management, Inc. - SVOG",6508 Crane Road ,Ypsilanti,MI,48197,Talent representative
92498.73,PAINT AND POUR LLC - SVOG,5 S. Washington St ,Ypsilanti,MI,48197,Live performing arts organization operator
23030.75,Bradley Raffenaud - SVOG,431 West Lawrence ,Zeeland,MI,49464,Talent representative
997095.52,Sperry's Theatre Corp - SVOG,200 North Franklin Street ,Zeeland,MI,49464,Motion picture theater operator
4398119.10,"Nations, Inc - SVOG",308 1st Ave NW PO Box 110,Aitkin,MN,56431,Live venue operator or promoter
79500.00,Albert Lea Community Theater - SVOG,PO Box 115 ,Albert Lea,MN,56007,Live venue operator or promoter
154704.85,"Hello! Booking, Inc. - SVOG",11623 E. Laketowne Drive ,Albertville,MN,55301,Talent representative
70005.70,Theatre L'Homme Dieu - SVOG,1875 County Rd 120 NE ,Alexandria,MN,56308,Live performing arts organization operator
462959.55,"Lyric Arts Company of Anoka, Inc. - SVOG",420 East Main Street ,Anoka,MN,55303,Live performing arts organization operator
7195417.17,Minnesota Zoo - SVOG,13000 Zoo Boulevard,Apple Valley,MN,55124,Museum Operator
12807.83,Prairie Wind Players of Grant County Inc. - SVOG,202 Hawkins Ave PO Box 246,Barrett,MN,56311,Live performing arts organization operator
31070.00,"Baudette Community Foundation, Inc - SVOG",201 Main Ave N ,Baudette,MN,56623,Motion picture theater operator
33416.54,"Bemidji Community Theater, Inc - SVOG",316 Beltrami Avenue NW ,Bemidji,MN,56601,Live performing arts organization operator
84656.25,The Seasons Players - SVOG,2929 124th Circle NE ,Blaine,Mn,55448,Theatrical producer
615303.00,Bloomington Theater and Art Center dba Artistry - SVOG,1800 W OLD SHAKOPEE RD,Bloomington,MN,55431,Live performing arts organization operator
4446761.91,Brainerd Entertainment LLC - SVOG,900 East 80th Street ,Bloomington,MN,55420,Motion picture theater operator
626464.71,"GBG, LLP - SVOG",408 E BROADWAY ,Bloomington,MN,55425,Live venue operator or promoter
2578246.20,Mann Theatres Inc - SVOG,900 East 80th Street ,Bloomington,MN,55420,Motion picture theater operator
545176.19,Pen-Isle Limited Partnership - SVOG,900 East 80th Street ,Bloomington,MN,55420,Motion picture theater operator
447164.55,"Huff Entertainment Solutions, Inc. - SVOG",9033 Raddatz Road,Brainerd,MN,56401,Live venue operator or promoter
1028183.01,City of Burnsville - SVOG,12600 Nicollet Ave,Burnsville,MN,55337,Live venue operator or promoter
33145.81,"Star Music, Inc. - SVOG",14625 Hillshire Ln ,Burnsville,MN,55306,Live performing arts organization operator
74362.00,The Stevie Ray's Theatre Company - SVOG,10700 Cambridge Court ,Burnsville,MN,55337,Live performing arts organization operator
54803.90,Twin Cities Catalyst Music - SVOG,75 Civic Center Parkway ,Burnsville,MN,55337,Live performing arts organization operator
6772.05,SOCIETY FOR PRESERVATION & ENCRGMNT OF BARBERSHOP QUARTET SINGING AMER - SVOG,13000 Valley Forge LN N ,Champlin,MN,55316,Live performing arts organization operator
7574104.78,"Chanhassen Theatre, LLC - SVOG",501 W 78th St P.O. Box 100,Chanhassen,MN,55317,Live performing arts organization operator
635534.55,"M and M Entertainment, Inc. - SVOG",1693 Prescott Court,Chaska,MN,55317,Motion picture theater operator
70609.42,Chatfield Center for the Arts Inc - SVOG,405 Main St S ,Chatfield,MN,55923,Live venue operator or promoter
134366.92,"Harmony Park, Inc. - SVOG",79503 298th St ,Clarks Grove,MN,56016,Live venue operator or promoter
19737.00,"Lowell-Lu Productions, LLC - SVOG",79503 298th St ,Clarks Grove,MN,56016,Live venue operator or promoter
33541.10,County Seat Theater of Carlton - SVOG,2035 HWY 33 S ,Cloquet,MN,55720,Live performing arts organization operator
380065.95,Premiere Theatres Inc. - SVOG,904 Highway 33 S ,Cloquet,MN,55720,Motion picture theater operator
235436.51,Quarry Cinema INC - SVOG,111 East HW23 ,Cold Spring,MN,56320,Motion picture theater operator
